index,UserID,ProductID,Rating
225,4435,27317,5
226,4882,30016,2
227,6943,24219,1
228,2072,16045,3
229,2322,43752,5
230,2419,7465,1
231,8572,49579,5
232,6215,21488,5
233,3254,40119,4
234,6022,37898,4
235,8816,44691,1
236,1552,26406,3
237,2283,28581,2
238,3505,40282,2
239,918,12126,5
240,2634,36821,3
241,9720,8267,5
242,4851,35309,1
243,8172,10763,2
244,8122,28238,1
245,6736,18240,1
246,4401,46665,3
247,9110,30605,5
248,2862,18288,4
249,1851,36590,5
250,919,43858,4
251,2568,44575,4
252,4449,3825,2
253,3082,49386,1
254,7166,3742,1
255,1126,19560,5
256,5573,13286,4
257,2778,36088,4
258,4076,41014,3
259,9151,36213,5
260,9550,4112,2
261,7295,47265,3
262,639,28195,5
263,6351,15551,4
264,9636,29682,2
265,712,49652,3
266,9740,18187,4
267,3640,16874,3
268,874,35572,4
269,2406,46333,3
270,2939,32873,4
271,5278,14016,4
272,1225,37849,5
273,1558,47441,2
274,6167,26585,5
275,5643,36130,3
276,7670,16215,3
277,2115,18659,5
278,8508,9569,3
279,3468,16702,3
280,939,19958,1
281,6364,36643,5
282,3542,2373,3
283,8673,42236,4
284,9549,48750,4
285,9558,44924,3
286,7361,22257,3
287,1281,8784,1
288,4856,49457,3
289,8303,6249,5
290,5377,29305,5
291,4785,37020,3
292,7246,8502,1
293,9773,29283,5
294,3808,11220,2
295,6817,43031,5
296,9099,26375,4
297,7761,3682,1
298,6951,15015,5
299,9298,2628,2
300,6144,37012,2
301,9694,38666,2
302,3842,17400,2
303,4392,28488,1
304,9845,8273,1
305,2573,1015,1
306,9457,5396,2
307,5132,29002,4
308,4621,42419,3
309,7501,1242,1
310,2735,47164,2
311,7622,2765,3
312,7197,43834,2
313,6014,20209,2
314,5985,32132,3
315,4429,3517,2
316,3181,36162,5
317,8274,36981,5
318,4330,14195,4
319,7589,7798,5
320,1042,6285,5
321,4384,17425,2
322,7759,43281,3
323,3004,35557,4
324,8597,4020,2
325,5549,36075,1
326,4158,44967,5
327,1354,40493,4
328,966,2205,3
329,8160,12390,1
330,9099,28357,4
331,4284,32097,5
332,4247,43754,5
333,7585,33040,4
334,7872,45131,2
335,1682,1956,1
336,1704,16516,1
337,1628,35283,1
338,1183,35289,5
339,7762,4580,3
340,3774,30683,3
341,1522,30530,3
342,3111,43097,2
343,7366,15771,2
344,1150,7418,4
345,5726,10061,5
346,3405,47481,4
347,5194,42336,5
348,3579,19207,4
349,9480,47904,5
350,4960,22477,5
351,9676,8846,5
352,3434,49719,2
353,9248,47112,4
354,4966,48578,2
355,9773,9777,1
356,2449,26560,3
357,9372,9921,5
358,5750,1262,2
359,2868,38024,4
360,4967,14089,3
361,9114,26705,2
362,3592,36328,5
363,6410,27775,5
364,6735,31652,2
365,5390,7796,3
366,4308,35840,2
367,3449,3197,4
368,4731,18879,1
369,2997,9687,5
370,8915,10511,4
371,2313,27302,3
372,1747,43746,3
373,914,5050,5
374,2024,10157,3
375,8329,1307,2
376,681,2454,2
377,2889,47207,1
378,873,47008,4
379,5113,48924,5
380,5642,26270,3
381,7388,9200,3
382,4110,48333,5
383,4668,42155,5
384,8862,41228,4
385,9820,8541,4
386,8297,31071,4
387,3509,36584,4
388,2176,38161,5
389,5829,7390,3
390,3023,29996,3
391,3545,9000,1
392,6315,10704,4
393,3486,23278,1
394,3048,36039,4
395,5255,44035,2
396,7978,4710,2
397,2994,31565,4
398,2895,2466,3
399,4257,48257,4
400,2859,8118,4
401,7129,43272,2
402,9548,33566,3
403,4909,36506,2
404,5024,12384,4
405,5814,30738,3
406,7537,30844,3
407,4667,32940,1
408,6959,11520,4
409,1320,21221,2
410,736,45842,1
411,3048,26834,1
412,5380,9935,4
413,2044,27936,2
414,8651,23207,3
415,2608,21329,1
416,2578,45721,1
417,2246,8034,5
418,1577,7093,2
419,2674,29349,4
420,8368,47327,5
421,7468,35946,4
422,7324,10158,2
423,7387,49994,5
424,2371,30115,5
425,8139,37339,3
426,845,16729,5
427,3280,23926,3
428,8800,4133,3
429,4959,38193,5
430,2575,21682,1
431,5276,47927,3
432,6515,46539,3
433,4388,4157,4
434,8287,13383,2
435,7078,30640,3
436,7140,39016,4
437,3735,28637,3
438,7260,13246,2
439,5845,40234,1
440,8406,19648,5
441,2205,29883,1
442,9390,28960,2
443,9092,22540,3
444,6196,5534,2
445,4164,21182,3
446,836,28774,2
447,1958,18617,5
448,2124,23488,2
449,6547,41673,2
450,8466,5974,1
451,7044,6030,4
452,8668,38895,5
453,8781,28938,1
454,3340,43258,2
455,9578,16888,5
456,3011,49647,2
457,7973,16141,2
458,9611,13405,2
459,9144,21739,4
460,6732,38445,4
461,9172,45273,2
462,4436,26145,5
463,764,13755,4
464,5942,4155,5
465,6349,26461,5
466,9184,23981,5
467,7529,32665,1
468,5162,12888,1
469,9203,33007,4
470,4117,9462,5
471,3314,40167,4
472,2098,22519,2
473,2273,25648,3
474,4498,38326,3
475,5889,6600,4
476,4054,23156,3
477,9966,5684,3
478,9314,38421,1
479,2813,20400,5
480,5268,36571,4
481,6635,30489,1
482,7087,3788,1
483,4866,27670,3
484,9331,29347,4
485,5279,11720,2
486,6700,15134,4
487,2158,16111,4
488,4143,42379,2
489,5595,7625,1
490,9712,23341,5
491,6574,24016,1
492,6722,17695,3
493,7288,24806,1
494,1006,32578,2
495,1781,28745,3
496,5154,49268,4
497,9271,31482,4
498,8581,40580,2
499,1682,29576,4
500,2313,16235,3
501,7348,16772,4
502,1305,4732,1
503,1390,20779,1
504,6187,9933,5
505,9766,23252,2
506,1523,22896,1
507,7760,19693,5
508,793,17688,5
509,4587,14499,4
510,9055,21963,2
511,8228,2144,2
512,6211,36623,3
513,8930,27268,3
514,3067,12459,5
515,5079,17644,1
516,9093,20261,1
517,5453,45081,1
518,9486,49663,4
519,4262,10235,3
520,5321,16945,1
521,9252,4540,1
522,7139,46396,2
523,9988,18511,4
524,7278,39166,3
525,2538,28886,5
526,9355,1014,1
527,7659,43550,2
528,9351,12843,1
529,5270,17322,2
530,2702,32645,4
531,9808,7459,4
532,2192,30300,5
533,5810,36361,3
534,9661,48860,4
535,747,33673,5
536,8415,12439,3
537,6566,22966,4
538,9310,17260,5
539,1243,30851,1
540,6754,23203,2
541,7780,5541,5
542,6010,19939,4
543,5310,40326,2
544,8085,17633,2
545,1215,15714,1
546,3640,2335,1
547,4774,43013,2
548,9675,29369,3
549,1984,36218,4
550,1524,21747,5
551,944,18880,1
552,5967,44089,1
553,5963,7002,2
554,1746,16658,3
555,7349,18075,1
556,1715,21692,2
557,9439,32092,1
558,4287,1179,4
559,7460,8628,1
560,8231,10497,5
561,9344,2501,2
562,6965,9217,1
563,6696,17369,1
564,6410,45633,1
565,697,4349,3
566,2350,2747,3
567,7824,31103,5
568,8480,34147,5
569,4245,13760,5
570,5618,29417,2
571,547,10386,1
572,2461,15392,3
573,9194,40479,4
574,1886,26510,4
575,9407,20626,1
576,5355,21821,3
577,2629,27246,5
578,9058,9884,5
579,2528,6030,2
580,8415,22504,5
581,1844,11577,1
582,4714,47168,2
583,3338,36581,5
584,1908,38792,4
585,5181,48694,4
586,6033,17329,3
587,7209,38046,1
588,4974,2263,2
589,4060,39477,2
590,4923,27683,2
591,3933,34500,5
592,2374,4472,5
593,2647,26010,1
594,6028,14161,3
595,8762,1159,4
596,5373,19749,3
597,4756,21004,5
598,6104,21904,5
599,3571,14603,5
600,907,1470,5
601,1224,44940,4
602,2391,26209,1
603,9422,42378,2
604,2166,18554,2
605,5177,26446,4
606,9815,22078,3
607,7632,46311,4
608,2774,29727,4
609,4548,33362,4
610,3341,40273,3
611,1248,25246,3
612,4468,29887,2
613,5047,45285,3
614,1354,31283,1
615,3916,6407,3
616,5499,32779,1
617,9228,40863,4
618,3776,38027,5
619,2434,17892,1
620,3395,35160,3
621,5040,9392,2
622,3037,41769,5
623,3306,27686,3
624,8266,16326,3
625,7155,48353,5
626,2409,35964,4
627,1837,28817,5
628,3599,45391,3
629,9849,35834,4
630,6093,2288,5
631,8304,34599,3
632,4630,3775,1
633,2515,26723,3
634,4659,9943,5
635,591,31949,5
636,8020,4236,3
637,4790,44663,2
638,1119,11055,4
639,3915,13184,2
640,7375,37306,1
641,4560,33452,4
642,6746,3552,1
643,8649,11914,3
644,7500,33731,4
645,2157,23384,2
646,2937,40784,5
647,1674,31053,5
648,6965,11488,4
649,4899,48622,4
650,4502,16011,4
651,2490,1702,4
652,5980,1640,4
653,4358,33697,3
654,7921,12235,4
655,5161,18793,2
656,987,7713,5
657,6488,31283,4
658,3045,31627,5
659,2796,29592,4
660,2491,20469,1
661,8328,13840,2
662,7366,19254,3
663,7270,49842,5
664,3612,10233,4
665,4803,11451,1
666,2141,22094,5
667,2310,22066,1
668,8236,45064,3
669,6493,31590,4
670,7507,46882,4
671,6431,8617,1
672,7993,21067,1
673,3191,8808,3
674,7317,11528,2
675,8927,41612,5
676,7113,14743,5
677,2841,9629,4
678,7066,44084,2
679,9616,22649,5
680,8869,16981,2
681,2072,3810,5
682,5263,14896,4
683,9859,16975,2
684,757,9197,1
685,4348,12944,2
686,4860,4829,3
687,4311,44458,5
688,6005,36932,4
689,6375,30894,4
690,1478,6654,3
691,5388,12422,2
692,1232,16163,1
693,6694,24501,4
694,3413,13824,2
695,1960,15823,1
696,4382,20218,1
697,1318,37963,2
698,7118,1724,3
699,5210,45938,2
700,9399,40497,5
701,2320,40036,2
702,8862,48723,4
703,4308,14936,2
704,3566,5046,5
705,2114,38907,5
706,5615,40921,2
707,1553,32718,3
708,3792,24864,5
709,6116,2240,3
710,6680,47460,1
711,633,17707,3
712,1328,38779,5
713,2485,3128,1
714,7439,12623,1
715,8202,44105,2
716,2551,1146,4
717,3457,28540,1
718,4876,2429,5
719,5249,35046,2
720,1137,34875,1
721,1594,35045,2
722,1802,3995,4
723,5898,40072,2
724,3611,5524,4
725,3903,27494,5
726,6040,23669,4
727,9033,4104,1
728,3982,32317,2
729,2017,38323,3
730,1630,39985,5
731,5716,15325,4
732,6749,9057,1
733,5703,41588,3
734,9990,8883,3
735,7286,27966,2
736,6301,29930,1
737,1526,17966,3
738,7362,23551,2
739,3636,35327,2
740,7511,21402,2
741,6615,10814,3
742,8329,15643,5
743,2047,27877,4
744,7835,29452,3
745,6189,36906,5
746,3784,4798,3
747,4963,40137,3
748,6461,7070,3
749,2179,8280,5
750,1256,30867,1
751,7667,26677,4
752,3294,44321,2
753,3167,16091,5
754,2355,39713,5
755,8250,10631,2
756,1376,45988,4
757,9149,13806,5
758,8134,24141,1
759,748,12924,5
760,1192,24874,1
761,8951,17997,5
762,9519,44967,1
763,702,31478,3
764,3457,22187,2
765,1867,36644,5
766,5591,18827,3
767,2564,28849,1
768,9521,15577,1
769,6039,4060,3
770,560,23556,1
771,1034,9128,1
772,9395,40728,5
773,7106,4407,1
774,8184,14832,3
775,9476,25249,2
776,2805,20794,3
777,2466,31041,4
778,1819,34256,3
779,7742,36671,3
780,7070,29409,2
781,783,5998,2
782,6531,32190,1
783,1873,19567,1
784,7692,23642,5
785,8454,34128,4
786,4744,8283,5
787,5653,40943,3
788,5263,14525,4
789,2397,7972,2
790,9216,28255,1
791,814,17995,1
792,5465,24451,1
793,5582,40379,1
794,826,17174,5
795,6066,39496,2
796,6635,35667,3
797,706,34558,2
798,6401,12094,5
799,5155,29546,3
800,4343,19389,1
801,6217,31448,1
802,573,10880,3
803,1448,22326,5
804,8791,5942,3
805,2432,43968,1
806,7322,10978,5
807,1177,11563,3
808,3834,37376,3
809,7763,2253,5
810,3845,34826,1
811,4430,2614,1
812,2085,42523,5
813,4407,1927,3
814,9549,34279,1
815,7654,27856,1
816,8801,15747,3
817,7094,47334,4
818,7906,13127,3
819,912,23010,2
820,4228,48270,4
821,5091,29474,3
822,7564,23546,1
823,2636,3266,2
824,6349,18147,2
825,6118,4896,4
826,521,36060,4
827,3049,48437,2
828,3049,22084,2
829,8071,31054,1
830,5879,13323,3
831,5328,45371,1
832,2707,2750,5
833,3067,31741,2
834,8225,22550,2
835,4621,7094,2
836,8843,22666,5
837,2406,14720,3
838,1187,48737,3
839,1284,20855,1
840,5361,39969,5
841,3736,10000,2
842,6582,3595,1
843,8012,39247,5
844,5839,42157,5
845,8882,8509,1
846,3808,40165,1
847,6178,1900,3
848,3851,33817,3
849,5830,30618,1
850,5192,3686,1
851,9438,4498,1
852,5364,3568,3
853,6642,31526,3
854,834,25403,4
855,6276,31858,1
856,9001,38352,5
857,3149,21351,3
858,1255,39409,5
859,3845,4007,4
860,1747,48937,3
861,5371,10050,3
862,9439,36883,1
863,1147,7299,3
864,6343,48298,2
865,9532,10827,4
866,8883,19282,3
867,9044,2538,5
868,2701,34367,3
869,4337,26592,4
870,9390,25301,3
871,1447,44412,2
872,7964,40536,5
873,8848,23325,2
874,7773,22570,2
875,8378,9515,4
876,3746,13461,2
877,8815,6718,3
878,9783,5728,5
879,7655,34670,2
880,7756,10778,5
881,6757,1624,3
882,542,18106,3
883,8649,32087,2
884,1536,27783,4
885,4897,11787,3
886,6693,31178,2
887,8572,44491,3
888,6505,7920,3
889,1072,39359,1
890,8797,32712,3
891,9965,27215,3
892,5003,13556,1
893,9250,21529,3
894,6560,41774,4
895,2993,27031,3
896,1042,45951,5
897,2766,27763,4
898,7572,25566,3
899,9695,18223,1
900,5548,28399,4
901,5722,45462,3
902,2299,11719,1
903,3629,30426,2
904,7360,47803,1
905,7148,27073,5
906,3849,33246,1
907,6418,30636,2
908,8072,3022,4
909,2842,7107,5
910,2596,43415,4
911,9426,32241,3
912,1533,39438,2
913,4261,3328,3
914,5705,2200,3
915,8623,12836,3
916,8135,7255,3
917,2743,8513,3
918,8696,31692,4
919,7789,10539,1
920,1189,26774,1
921,5770,38776,4
922,3221,32167,3
923,7518,12445,3
924,1004,4338,1
925,1551,46833,2
926,5189,8597,2
927,6862,24634,4
928,6457,33752,1
929,4523,23367,2
930,2798,6496,2
931,1231,18424,3
932,6186,23956,4
933,8444,22141,1
934,9271,1364,3
935,1097,3811,3
936,1610,25311,4
937,8860,39775,1
938,1664,40270,4
939,7223,42663,3
940,2658,7306,4
941,3078,22633,3
942,771,19338,2
943,9321,41731,5
944,7791,4811,5
945,7033,10636,4
946,9674,36833,1
947,4950,8346,1
948,2273,19509,2
949,8451,46536,1
950,3811,46781,5
951,5283,27510,4
952,3354,28754,4
953,3730,27403,5
954,9059,30913,2
955,1497,14080,5
956,2421,25908,1
957,7577,33854,2
958,2307,2396,2
959,6773,31957,5
960,4394,8188,1
961,696,24137,5
962,2530,42121,2
963,8565,34149,4
964,2665,44999,5
965,8488,34732,1
966,3383,12922,2
967,3013,2842,2
968,2742,32588,1
969,2027,48162,2
970,1915,41956,3
971,4529,28002,5
972,1560,26173,3
973,4444,12186,1
974,4721,27204,4
975,6882,8691,3
976,1337,2387,3
977,2458,20809,5
978,6855,47093,4
979,9694,14276,2
980,1639,35889,4
981,5250,21342,5
982,1445,37155,2
983,5540,2550,4
984,7116,46344,3
985,4926,35483,4
986,2200,16820,1
987,644,8163,3
988,7811,12760,5
989,4095,7800,2
990,2134,33193,3
991,2801,38355,2
992,5951,36906,4
993,6181,30181,5
994,6978,36290,2
995,8401,35277,3
996,6423,27321,2
997,4082,18829,2
998,2459,36944,5
999,4085,38204,3
1000,2906,43009,1
1001,6660,41549,2
1002,4659,28058,2
1003,3830,10991,4
1004,4376,49839,1
1005,5744,6271,2
1006,8586,38855,1
1007,1720,6830,5
1008,2199,29819,1
1009,7539,39654,4
1010,6228,34894,3
1011,4555,33637,4
1012,4047,36608,5
1013,4485,18557,4
1014,4075,4730,3
1015,6307,1233,1
1016,7374,34219,4
1017,9061,44317,3
1018,537,43423,1
1019,1957,23133,4
1020,3720,9685,5
1021,6403,36826,1
1022,8762,18272,3
1023,5738,16250,2
1024,553,37608,2
1025,9855,1811,1
1026,7811,38917,5
1027,2091,40105,5
1028,3415,16907,3
1029,5060,42926,2
1030,9218,16649,4
1031,5135,42951,3
1032,8274,28080,4
1033,7576,1652,1
1034,3404,39377,1
1035,5672,12349,4
1036,761,12592,1
1037,1002,1238,3
1038,4661,28020,2
1039,9111,28784,3
1040,939,17875,3
1041,9541,35674,2
1042,1393,16795,4
1043,749,49234,2
1044,5218,14255,5
1045,1073,49653,3
1046,781,6127,2
1047,7038,20452,1
1048,3746,42033,5
1049,6036,12214,1
1050,3642,34626,4
1051,7002,16385,4
1052,5317,16617,5
1053,3041,26494,4
1054,709,42936,1
1055,8006,38477,4
1056,4653,35762,4
1057,4782,3078,1
1058,1854,5006,4
1059,1788,46556,2
1060,7004,47668,5
1061,7149,34980,3
1062,4032,45247,3
1063,5585,39549,2
1064,7764,10344,3
1065,4325,9187,2
1066,9976,46376,1
1067,3515,21702,4
1068,9072,24182,2
1069,3280,20229,2
1070,6087,12750,5
1071,4736,23235,3
1072,1512,6886,4
1073,5033,24288,5
1074,6481,5020,5
1075,6918,44708,5
1076,3119,45645,4
1077,5540,23934,1
1078,3678,48426,1
1079,4204,22413,2
1080,4957,5853,5
1081,8065,29484,1
1082,4586,30234,5
1083,7244,49425,5
1084,7217,14079,5
1085,1245,32163,3
1086,1660,4089,3
1087,5616,7089,5
1088,3893,2800,2
1089,1513,41044,1
1090,2218,32638,3
1091,3737,34457,1
1092,851,24818,5
1093,9898,44987,1
1094,747,5996,4
1095,5934,26318,1
1096,3140,34979,4
1097,7336,49362,1
1098,7730,18019,3
1099,1350,4477,5
1100,4167,23652,4
1101,6875,37929,3
1102,1337,43316,4
1103,720,12579,3
1104,9773,4428,5
1105,8426,5751,1
1106,5821,20614,1
1107,1297,21411,4
1108,4814,7607,5
1109,4828,7663,2
1110,3011,34983,5
1111,7315,11955,3
1112,1583,31481,3
1113,5516,14801,3
1114,811,2162,3
1115,1496,31988,1
1116,5510,7135,2
1117,5376,19220,1
1118,5779,49065,4
1119,3986,37717,1
1120,2313,42360,5
1121,9578,5224,3
1122,875,40425,1
1123,6017,31220,4
1124,5953,16530,4
1125,8420,8878,4
1126,6693,27397,5
1127,3632,44545,5
1128,3772,33932,2
1129,2588,37832,5
1130,9860,11315,2
1131,3667,12855,3
1132,4414,22259,4
1133,4556,11758,4
1134,6990,38048,5
1135,3027,23676,5
1136,4992,36085,5
1137,4369,3406,3
1138,9973,26452,4
1139,9427,16801,5
1140,9633,5525,5
1141,4886,24872,1
1142,8513,40285,2
1143,5086,8055,1
1144,9715,7523,2
1145,1073,28184,4
1146,8936,7020,4
1147,2465,41313,1
1148,545,26157,5
1149,6840,23148,5
1150,6023,17969,4
1151,3696,31720,2
1152,8795,17687,5
1153,6190,3954,3
1154,6880,41815,5
1155,2313,20565,3
1156,8280,23052,1
1157,4944,2980,2
1158,6682,28136,2
1159,4577,30400,2
1160,3264,25070,1
1161,733,28531,2
1162,3487,11429,1
1163,4952,33262,1
1164,7053,23895,4
1165,5192,16481,3
1166,8541,43976,2
1167,4342,25513,3
1168,7679,16169,5
1169,9854,31239,2
1170,1787,49038,3
1171,4310,41476,5
1172,6438,17955,2
1173,9843,31362,3
1174,2509,26106,3
1175,5321,11486,5
1176,8601,9254,2
1177,7877,21492,1
1178,9462,8118,2
1179,7604,27745,5
1180,7724,30344,1
1181,3530,44568,3
1182,2058,28656,4
1183,4856,38495,5
1184,9891,46630,4
1185,1269,18960,1
1186,4995,22894,4
1187,7122,7474,1
1188,1389,27273,5
1189,5218,31407,3
1190,4738,12805,4
1191,6103,41013,3
1192,9117,9240,5
1193,1847,18737,3
1194,860,46193,1
1195,4072,5998,4
1196,7273,14304,4
1197,2790,31660,5
1198,3972,45209,1
1199,587,41199,4
1200,8380,42630,5
1201,7450,22958,1
1202,5367,13050,5
1203,2925,24830,1
1204,5258,49721,4
1205,7976,45886,1
1206,653,15488,3
1207,5378,19093,4
1208,9441,41411,5
1209,5401,29925,2
1210,8064,28828,5
1211,6976,11252,1
1212,8200,30590,2
1213,5115,25002,3
1214,6340,20740,3
1215,2379,26020,1
1216,6368,44696,3
1217,3768,12866,5
1218,8655,18682,3
1219,8440,22108,4
1220,9583,46775,3
1221,8140,4475,4
1222,3518,35973,1
1223,7134,15141,5
1224,2896,2488,2
1225,9210,7629,4
1226,6907,26863,1
1227,5516,35240,5
1228,8924,4371,5
1229,8442,24605,2
1230,7699,40060,1
1231,4247,4420,3
1232,7550,26986,5
1233,4970,33626,1
1234,9155,11219,2
1235,901,29187,2
1236,2595,14240,1
1237,2620,8681,1
1238,7407,22531,1
1239,2854,26917,4
1240,7273,43036,3
1241,1433,44450,1
1242,3744,12078,3
1243,7063,15300,4
1244,636,28336,3
1245,6273,5427,1
1246,6698,16649,1
1247,9082,8311,5
1248,9739,26943,5
1249,6526,23756,4
1250,7728,19246,3
1251,848,37601,1
1252,6059,13293,1
1253,3991,5963,4
1254,3980,9645,2
1255,3973,43011,3
1256,8720,36404,2
1257,5260,46751,3
1258,8045,45653,4
1259,1591,4291,4
1260,4188,18264,4
1261,3671,46656,1
1262,3384,24485,2
1263,4219,3394,4
1264,5010,17712,3
1265,6584,27117,1
1266,5939,26525,3
1267,9850,27620,5
1268,510,40969,5
1269,5916,15321,3
1270,1846,35234,5
1271,1133,8795,1
1272,7586,16403,4
1273,9239,23032,2
1274,576,18262,3
1275,5421,35911,5
1276,4561,35439,4
1277,2814,28065,4
1278,5235,10019,3
1279,3914,13248,4
1280,9331,48581,1
1281,3905,48806,1
1282,6003,47690,5
1283,6141,39127,2
1284,4830,22059,1
1285,8976,36099,1
1286,6457,28621,4
1287,5964,13217,5
1288,9288,24791,3
1289,4151,32741,4
1290,7373,13418,4
1291,828,5765,1
1292,3149,22113,5
1293,6274,32756,2
1294,4557,3071,5
1295,7637,49953,4
1296,5314,27255,5
1297,3047,39789,2
1298,3074,5633,3
1299,6887,35399,5
1300,4152,11304,4
1301,1333,18388,4
1302,6640,16904,2
1303,6806,30004,4
1304,5788,31161,4
1305,6026,4986,5
1306,2900,9205,1
1307,4691,39409,1
1308,2164,15012,4
1309,4652,22179,2
1310,8204,16102,1
1311,1077,5532,1
1312,3968,8655,4
1313,1369,6612,2
1314,6269,16775,3
1315,9160,28848,4
1316,5335,26542,2
1317,8461,21007,5
1318,8669,18687,5
1319,5184,35345,3
1320,1100,25786,4
1321,9543,33616,4
1322,8710,44137,4
1323,1996,12545,5
1324,5822,39255,4
1325,7458,2657,4
1326,2312,2082,1
1327,2792,25305,5
1328,3261,48407,5
1329,7745,43719,5
1330,4334,9116,5
1331,7030,13020,1
1332,5924,3491,1
1333,1190,26597,1
1334,4185,14304,5
1335,8512,35927,4
1336,2962,48942,1
1337,3579,10613,3
1338,5589,16165,5
1339,5063,9214,2
1340,3818,46376,4
1341,9596,2538,5
1342,9997,38160,5
1343,6265,42026,4
1344,3352,4828,1
1345,7565,45187,3
1346,6793,4959,4
1347,2915,10133,5
1348,8608,29493,2
1349,9029,11617,4
1350,7282,9732,3
1351,7545,28635,4
1352,9676,12087,2
1353,5949,6620,2
1354,7698,14677,1
1355,7024,31000,4
1356,5692,47788,5
1357,5550,24463,4
1358,2065,42310,3
1359,6389,28310,4
1360,6187,47901,1
1361,4748,19415,4
1362,4879,47358,4
1363,6076,2326,2
1364,4268,36746,1
1365,3631,3023,3
1366,4661,44928,1
